INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182069212,3007,Medical Assistance,SUDDEN DEATH,E18,537,,29-08-2018 02:44,2018,8,Wednesday,2,Part Three,RALDNE RD,42.25654895,-71.1411728,"(42.25654895, -71.14117280)"
I182069211,3114,Investigate Property,INVESTIGATE PROPERTY,C6,936,,29-08-2018 03:27,2018,8,Wednesday,3,Part Three,DALESSIO CT,42.3379028,-71.05611348,"(42.33790280, -71.05611348)"
I182069210,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7, ,,29-08-2018 02:27,2018,8,Wednesday,2,Part Three,BOARDMAN ST,,,"(0.00000000, 0.00000000)"
I182069209,3115,Investigate Person,INVESTIGATE PERSON,B3,458,,29-08-2018 00:30,2018,8,Wednesday,0,Part Three,OLD RD,42.30226502,-71.08494674,"(42.30226502, -71.08494674)"
I182069208,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,352,,29-08-2018 01:45,2018,8,Wednesday,1,Part Two,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
I182069206,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,180,,29-08-2018 01:49,2018,8,Wednesday,1,Part Two,MAGAZINE ST,42.32552923,-71.07352421,"(42.32552923, -71.07352421)"
I182069206,1402,Vandalism,VANDALISM,B2,180,,29-08-2018 01:49,2018,8,Wednesday,1,Part Two,MAGAZINE ST,42.32552923,-71.07352421,"(42.32552923, -71.07352421)"
I182069204,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,907,,29-08-2018 02:30,2018,8,Wednesday,2,Part One,SUMNER ST,42.36996399,-71.0422181,"(42.36996399, -71.04221810)"
I182069204,2616,Other,POSSESSION OF BURGLARIOUS TOOLS,A7,907,,29-08-2018 02:30,2018,8,Wednesday,2,Part Two,SUMNER ST,42.36996399,-71.0422181,"(42.36996399, -71.04221810)"
I182069203,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2, ,,29-08-2018 02:06,2018,8,Wednesday,2,Part Three,HAMPDEN ST,,,"(0.00000000, 0.00000000)"
I182069202,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,303,,29-08-2018 01:15,2018,8,Wednesday,1,Part Three,COLUMBUS AVE,42.3189886,-71.0983998,"(42.31898860, -71.09839980)"
I182069201,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,605,,29-08-2018 01:12,2018,8,Wednesday,1,Part One,PARKER HILL AVE,42.33267994,-71.109579,"(42.33267994, -71.10957900)"
I182069200,1402,Vandalism,VANDALISM,C11,350,,29-08-2018 01:30,2018,8,Wednesday,1,Part Two,DORCHESTER AVE,42.30308131,-71.05945101,"(42.30308131, -71.05945101)"
I182069199,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,29-08-2018 01:32,2018,8,Wednesday,1,Part One,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371, -71.06400187)"
I182069198,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,550,,29-08-2018 00:00,2018,8,Wednesday,0,Part Two,CLARON ST,42.27457154,-71.132027,"(42.27457154, -71.13202700)"
I182069198,3130,Search Warrants,SEARCH WARRANT,E18,550,,29-08-2018 00:00,2018,8,Wednesday,0,Part Three,CLARON ST,42.27457154,-71.132027,"(42.27457154, -71.13202700)"
I182069197,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,304,,29-08-2018 00:55,2018,8,Wednesday,0,Part Three,TOWNSEND ST,42.32005832,-71.09404899,"(42.32005832, -71.09404899)"
I182069196,724,Auto Theft,AUTO THEFT,C11,357,,28-08-2018 23:45,2018,8,Tuesday,23,Part One,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069196,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,357,,28-08-2018 23:45,2018,8,Tuesday,23,Part Three,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069193,3114,Investigate Property,INVESTIGATE PROPERTY,C11,339,,29-08-2018 00:45,2018,8,Wednesday,0,Part Three,CHURCH ST,42.30856121,-71.06292491,"(42.30856121, -71.06292491)"
I182069189,3301,Verbal Disputes,VERBAL DISPUTE,B3,464,,29-08-2018 00:03,2018,8,Wednesday,0,Part Three,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I182069187,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2, ,,28-08-2018 23:49,2018,8,Tuesday,23,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069187,1402,Vandalism,VANDALISM,B2, ,,28-08-2018 23:49,2018,8,Tuesday,23,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069185,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,319,,28-08-2018 23:36,2018,8,Tuesday,23,Part Two,MAPLE ST,42.30901919,-71.08561179,"(42.30901919, -71.08561179)"
I182069184,3501,Missing Person Reported,MISSING PERSON,B2,281,,28-08-2018 13:30,2018,8,Tuesday,13,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I182069183,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11, ,,28-08-2018 23:35,2018,8,Tuesday,23,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
I182069181,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,691,,28-08-2018 23:14,2018,8,Tuesday,23,Part Three,REDLANDS RD,42.28898462,-71.15224773,"(42.28898462, -71.15224773)"
I182069180,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,,28-08-2018 22:42,2018,8,Tuesday,22,Part One,AMES WAY,42.28965805,-71.08634397,"(42.28965805, -71.08634397)"
I182069179,3208,Property Lost,PROPERTY - MISSING,C11,336,,24-08-2018 15:00,2018,8,Friday,15,Part Three,RICHFIELD ST,42.3080178,-71.07147771,"(42.30801780, -71.07147771)"
I182069178,3301,Verbal Disputes,VERBAL DISPUTE,B3,427,,28-08-2018 22:51,2018,8,Tuesday,22,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069178,1402,Vandalism,VANDALISM,B3,427,,28-08-2018 22:51,2018,8,Tuesday,22,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069178,2647,Other,THREATS TO DO BODILY HARM,B3,427,,28-08-2018 22:51,2018,8,Tuesday,22,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069177,3301,Verbal Disputes,VERBAL DISPUTE,B2,304,,28-08-2018 22:06,2018,8,Tuesday,22,Part Three,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
I182069176,3115,Investigate Person,INVESTIGATE PERSON,B3,908,,28-08-2018 22:29,2018,8,Tuesday,22,Part Three,FERMOY HEIGHTS AVE,42.29598107,-71.08976053,"(42.29598107, -71.08976053)"
I182069175,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,,25-08-2018 10:27,2018,8,Saturday,10,Part Three,CAMBRIDGE ST,42.35343384,-71.13786355,"(42.35343384, -71.13786355)"
I182069174,2648,Bomb Hoax,BOMB THREAT,D4,143,,28-08-2018 21:30,2018,8,Tuesday,21,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069173,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,28-08-2018 19:55,2018,8,Tuesday,19,Part Two,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)"
I182069172,3301,Verbal Disputes,VERBAL DISPUTE,B3,469,,28-08-2018 22:11,2018,8,Tuesday,22,Part Three,ALMONT ST,42.27666319,-71.09757173,"(42.27666319, -71.09757173)"
I182069171,3410,Towed,TOWED MOTOR VEHICLE,C6,225,,28-08-2018 21:00,2018,8,Tuesday,21,Part Three,H ST,42.33425145,-71.04152445,"(42.33425145, -71.04152445)"
I182069170,3114,Investigate Property,INVESTIGATE PROPERTY,A1,75,,28-08-2018 22:17,2018,8,Tuesday,22,Part Three,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)"
I182069168,3301,Verbal Disputes,VERBAL DISPUTE,E5,747,,28-08-2018 21:31,2018,8,Tuesday,21,Part Three,BROOK FARM RD,42.29295406,-71.16637287,"(42.29295406, -71.16637287)"
I182069167,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,624,,28-08-2018 21:21,2018,8,Tuesday,21,Part Three,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182069165,3201,Property Lost,PROPERTY - LOST,E13,572,,28-08-2018 21:50,2018,8,Tuesday,21,Part Three,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
I182069164,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15, ,,28-08-2018 21:11,2018,8,Tuesday,21,Part Three,,,,"(0.00000000, 0.00000000)"
I182069163,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,563,,28-08-2018 21:24,2018,8,Tuesday,21,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182069162,613,Larceny,LARCENY SHOPLIFTING,D4,146,,28-08-2018 19:48,2018,8,Tuesday,19,Part One,COPLEY PL,42.34800978,-71.0766976,"(42.34800978, -71.07669760)"
I182069159,3301,Verbal Disputes,VERBAL DISPUTE,B3,463,,28-08-2018 20:56,2018,8,Tuesday,20,Part Three,AMERICAN LEGION HWY,42.29794983,-71.08774413,"(42.29794983, -71.08774413)"
I182069156,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,67,,28-08-2018 21:00,2018,8,Tuesday,21,Part Three,CAMBRIDGE ST,42.36112329,-71.06577409,"(42.36112329, -71.06577409)"
I182069154,617,Larceny,LARCENY THEFT FROM BUILDING,B2,319,,28-08-2018 20:11,2018,8,Tuesday,20,Part One,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069154,3301,Verbal Disputes,VERBAL DISPUTE,B2,319,,28-08-2018 20:11,2018,8,Tuesday,20,Part Three,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069154,2629,Harassment,HARASSMENT,B2,319,,28-08-2018 20:11,2018,8,Tuesday,20,Part Two,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069153,3301,Verbal Disputes,VERBAL DISPUTE,B3,421,,28-08-2018 20:33,2018,8,Tuesday,20,Part Three,VIOLET ST,42.27490974,-71.08944957,"(42.27490974, -71.08944957)"
I182069152,3115,Investigate Person,INVESTIGATE PERSON,C11,370,,28-08-2018 20:33,2018,8,Tuesday,20,Part Three,WILLIAM T MORRISSEY BLVD,42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
I182069151,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,68,,28-08-2018 17:30,2018,8,Tuesday,17,Part Two,BOWDOIN ST,42.36038173,-71.06285769,"(42.36038173, -71.06285769)"
I182069150,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,,26-08-2018 22:10,2018,8,Sunday,22,Part Three,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I182069149,3114,Investigate Property,INVESTIGATE PROPERTY,C6,223,,28-08-2018 20:11,2018,8,Tuesday,20,Part Three,E SECOND ST,42.33741996,-71.02962765,"(42.33741996, -71.02962765)"
I182069148,2647,Other,THREATS TO DO BODILY HARM,D4,152,,28-08-2018 20:34,2018,8,Tuesday,20,Part Two,TREMONT ST,42.34299572,-71.07344065,"(42.34299572, -71.07344065)"
I182069147,2632,Evading Fare,EVADING FARE,B2,306,,28-08-2018 20:21,2018,8,Tuesday,20,Part Two,DENNISON ST,42.3177913,-71.09334526,"(42.31779130, -71.09334526)"
I182069145,3301,Verbal Disputes,VERBAL DISPUTE,C11,400,,28-08-2018 19:42,2018,8,Tuesday,19,Part Three,MELLEN ST,42.28592563,-71.0678865,"(42.28592563, -71.06788650)"
I182069144,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,725,,28-08-2018 19:11,2018,8,Tuesday,19,Part Two,SPRING ST,42.27551471,-71.16753205,"(42.27551471, -71.16753205)"
I182069143,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,431,,28-08-2018 18:00,2018,8,Tuesday,18,Part Three,BALSAM ST,42.28710718,-71.08987195,"(42.28710718, -71.08987195)"
I182069142,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,621,,28-08-2018 19:43,2018,8,Tuesday,19,Part Three,COMMONWEALTH AVE,42.3492468,-71.08956259,"(42.34924680, -71.08956259)"
I182069139,3115,Investigate Person,INVESTIGATE PERSON,B3,440,,28-08-2018 19:48,2018,8,Tuesday,19,Part Three,BLUE HILL AVE,42.29278843,-71.08851888,"(42.29278843, -71.08851888)"
I182069137,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D14,802,,28-08-2018 20:00,2018,8,Tuesday,20,Part Three,BRIGHTON AVE,42.35329785,-71.13405028,"(42.35329785, -71.13405028)"
I182069136,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,328,,28-08-2018 19:01,2018,8,Tuesday,19,Part Three,CEYLON ST,42.31082341,-71.07267019,"(42.31082341, -71.07267019)"
I182069135,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,943,,28-08-2018 20:04,2018,8,Tuesday,20,Part Two,WOODRUFF WAY,42.27443147,-71.08131004,"(42.27443147, -71.08131004)"
I182069132,3115,Investigate Person,INVESTIGATE PERSON,D4,130,,28-08-2018 19:10,2018,8,Tuesday,19,Part Three,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)"
I182069131,617,Larceny,LARCENY THEFT FROM BUILDING,B3,457,,28-08-2018 17:52,2018,8,Tuesday,17,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I182069130,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,,28-08-2018 19:27,2018,8,Tuesday,19,Part One,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I182069130,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,442,,28-08-2018 19:27,2018,8,Tuesday,19,Part Two,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I182069130,1402,Vandalism,VANDALISM,B3,442,,28-08-2018 19:27,2018,8,Tuesday,19,Part Two,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I182069129,2405,Disorderly Conduct,DISORDERLY CONDUCT,B3,469,,28-08-2018 19:13,2018,8,Tuesday,19,Part Two,WALK HILL ST,42.2790573,-71.09584789,"(42.27905730, -71.09584789)"
I182069128,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,765,,28-08-2018 18:38,2018,8,Tuesday,18,Part Two,DONNYBROOK RD,42.35439933,-71.16006811,"(42.35439933, -71.16006811)"
I182069127,613,Larceny,LARCENY SHOPLIFTING,E13,304,,28-08-2018 19:15,2018,8,Tuesday,19,Part One,COLUMBUS AVE,42.31771534,-71.09823049,"(42.31771534, -71.09823049)"
I182069125,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,774,,27-08-2018 18:00,2018,8,Monday,18,Part Three,CHESTNUT HILL AVE,42.33914604,-71.15442808,"(42.33914604, -71.15442808)"
I182069123,617,Larceny,LARCENY THEFT FROM BUILDING,E13,304,,24-08-2018 12:00,2018,8,Friday,12,Part One,WASHINGTON ST,42.31667114,-71.09743705,"(42.31667114, -71.09743705)"
I182069122,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,359,,28-08-2018 18:22,2018,8,Tuesday,18,Part Two,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
I182069122,2647,Other,THREATS TO DO BODILY HARM,C11,359,,28-08-2018 18:22,2018,8,Tuesday,18,Part Two,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
I182069121,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,194,,28-08-2018 19:14,2018,8,Tuesday,19,Part Three,WOODWARD ST,42.33104968,-71.05579736,"(42.33104968, -71.05579736)"
I182069120,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,02-05-2018 18:30,2018,5,Wednesday,18,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I182069118,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D14,768,,28-08-2018 18:52,2018,8,Tuesday,18,Part Three,MARKET ST,42.35615901,-71.14910236,"(42.35615901, -71.14910236)"
I182069116,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,791,,27-08-2018 18:00,2018,8,Monday,18,Part Two,ALLSTON ST,42.34367382,-71.14138507,"(42.34367382, -71.14138507)"
I182069115,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,786,,27-08-2018 22:00,2018,8,Monday,22,Part One,LANARK RD,42.34056056,-71.1471112,"(42.34056056, -71.14711120)"
I182069114,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,427,,27-08-2018 21:30,2018,8,Monday,21,Part One,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I182069113,3115,Investigate Person,INVESTIGATE PERSON,A1,82,,28-08-2018 17:27,2018,8,Tuesday,17,Part Three,COMMERCIAL ST,42.36809221,-71.05526102,"(42.36809221, -71.05526102)"
I182069112,301,Robbery,ROBBERY - STREET,B2,181,,28-08-2018 18:08,2018,8,Tuesday,18,Part One,KEMBLE ST,42.32695733,-71.07074008,"(42.32695733, -71.07074008)"
I182069111,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,173,,28-08-2018 18:54,2018,8,Tuesday,18,Part Two,DORCHESTER AVE,42.34210856,-71.05720719,"(42.34210856, -71.05720719)"
I182069110,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D14,776,,28-08-2018 17:50,2018,8,Tuesday,17,Part Three,PRISCILLA RD,42.34488259,-71.15216614,"(42.34488259, -71.15216614)"
I182069108,3007,Medical Assistance,SUDDEN DEATH,C6,936,,28-08-2018 17:53,2018,8,Tuesday,17,Part Three,ORTON-MAROTTA WAY,42.33857289,-71.05575501,"(42.33857289, -71.05575501)"
I182069107,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,24,,21-07-2018 14:09,2018,7,Saturday,14,Part Two,MERIDIAN ST,42.3782637,-71.03918446,"(42.37826370, -71.03918446)"
I182069106,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,28-08-2018 18:36,2018,8,Tuesday,18,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182069105,2629,Harassment,HARASSMENT,B3,444,,28-08-2018 17:48,2018,8,Tuesday,17,Part Two,ESMOND ST,42.29691612,-71.08363894,"(42.29691612, -71.08363894)"
I182069103,3201,Property Lost,PROPERTY - LOST,C6,206,,28-08-2018 18:31,2018,8,Tuesday,18,Part Three,SEAPORT BLVD,42.35325379,-71.0487241,"(42.35325379, -71.04872410)"
I182069102,3115,Investigate Person,INVESTIGATE PERSON,B2,282,,28-08-2018 18:23,2018,8,Tuesday,18,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182069101,616,Larceny,LARCENY THEFT OF BICYCLE,D14,793,,26-08-2018 19:00,2018,8,Sunday,19,Part One,COMMONWEALTH AVE,42.34866488,-71.13885318,"(42.34866488, -71.13885318)"
I182069100,802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,28-08-2018 17:28,2018,8,Tuesday,17,Part Two,,42.27132025,-71.1046469,"(42.27132025, -71.10464690)"
I182069099,3201,Property Lost,PROPERTY - LOST,C6,205,,28-08-2018 18:19,2018,8,Tuesday,18,Part Three,MELCHER ST,42.34941613,-71.04996488,"(42.34941613, -71.04996488)"
I182069098,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,2,,28-08-2018 17:00,2018,8,Tuesday,17,Part Two,WALDEMAR AVE,42.38974276,-70.99878996,"(42.38974276, -70.99878996)"
I182069097,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,519,,28-08-2018 17:29,2018,8,Tuesday,17,Part Two,HARVARD AVE,42.25874573,-71.12243682,"(42.25874573, -71.12243682)"
I182069097,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,519,,28-08-2018 17:29,2018,8,Tuesday,17,Part Three,HARVARD AVE,42.25874573,-71.12243682,"(42.25874573, -71.12243682)"
I182069096,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,342,,28-08-2018 17:30,2018,8,Tuesday,17,Part Two,LEVANT ST,42.30357612,-71.06880797,"(42.30357612, -71.06880797)"
I182069095,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,413,,28-08-2018 17:52,2018,8,Tuesday,17,Part One,PINE RIDGE RD,42.27763432,-71.07664984,"(42.27763432, -71.07664984)"
I182069094,3201,Property Lost,PROPERTY - LOST,B2,315,,22-05-2018 12:00,2018,5,Tuesday,12,Part Three,WAUMBECK ST,42.31442149,-71.08770806,"(42.31442149, -71.08770806)"
I182069093,3410,Towed,TOWED MOTOR VEHICLE,B2,613,,28-08-2018 15:46,2018,8,Tuesday,15,Part Three,RIVERWAY,42.3413821,-71.10751449,"(42.34138210, -71.10751449)"
I182069092,3301,Verbal Disputes,VERBAL DISPUTE,D4,623,,28-08-2018 17:14,2018,8,Tuesday,17,Part Three,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
I182069091,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,619,,27-08-2018 14:00,2018,8,Monday,14,Part One,GAINSBOROUGH ST,42.34239114,-71.08872018,"(42.34239114, -71.08872018)"
I182069090,3115,Investigate Person,INVESTIGATE PERSON,B2,611,,28-08-2018 16:54,2018,8,Tuesday,16,Part Three,FENWOOD RD,42.33511654,-71.10767674,"(42.33511654, -71.10767674)"
I182069089,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,117,,28-08-2018 17:27,2018,8,Tuesday,17,Part Three,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
I182069088,3115,Investigate Person,INVESTIGATE PERSON,D4,627,,28-08-2018 16:35,2018,8,Tuesday,16,Part Three,PETERBOROUGH ST,42.34339388,-71.09849282,"(42.34339388, -71.09849282)"
I182069086,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,735,,28-08-2018 04:37,2018,8,Tuesday,4,Part Three,PARK ST,42.28678529,-71.15877767,"(42.28678529, -71.15877767)"
I182069085,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,914,,28-08-2018 16:50,2018,8,Tuesday,16,Part Two,COLONEL MICHAEL J. MCDONO,42.32737965,-71.05354012,"(42.32737965, -71.05354012)"
I182069084,613,Larceny,LARCENY SHOPLIFTING,B2,603,,28-08-2018 17:33,2018,8,Tuesday,17,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I182069083,3201,Property Lost,PROPERTY - LOST,A1,102,,21-08-2018 13:00,2018,8,Tuesday,13,Part Three,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
I182069082,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,621,,28-08-2018 16:15,2018,8,Tuesday,16,Part Three,COMMONWEALTH AVE,42.3492468,-71.08956259,"(42.34924680, -71.08956259)"
I182069081,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6, ,,28-08-2018 17:15,2018,8,Tuesday,17,Part Three,SOUTHAMPTON ST,,,"(0.00000000, 0.00000000)"
I182069080,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,434,,28-08-2018 16:24,2018,8,Tuesday,16,Part Three,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I182069079,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,28-08-2018 17:22,2018,8,Tuesday,17,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182069078,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,28-08-2018 17:21,2018,8,Tuesday,17,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182069077,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,642,,28-08-2018 16:37,2018,8,Tuesday,16,Part Three,GROVENOR RD,42.31433704,-71.11494641,"(42.31433704, -71.11494641)"
I182069076,3201,Property Lost,PROPERTY - LOST,B2,605,,24-08-2018 22:00,2018,8,Friday,22,Part Three,PARKER HILL AVE,42.33267994,-71.109579,"(42.33267994, -71.10957900)"
I182069075,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,717,,28-08-2018 00:00,2018,8,Tuesday,0,Part Three,CENTRE LN,42.27094455,-71.16086461,"(42.27094455, -71.16086461)"
I182069074,613,Larceny,LARCENY SHOPLIFTING,B2,603,,28-08-2018 16:22,2018,8,Tuesday,16,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I182069073,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,214,,28-08-2018 16:56,2018,8,Tuesday,16,Part Two,GOLD ST,42.33526156,-71.04811428,"(42.33526156, -71.04811428)"
I182069072,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,13,,28-08-2018 15:53,2018,8,Tuesday,15,Part Three,THURSTON ST,42.38464159,-71.00575163,"(42.38464159, -71.00575163)"
I182069071,616,Larceny,LARCENY THEFT OF BICYCLE,D4,137,,27-08-2018 20:00,2018,8,Monday,20,Part One,COMMONWEALTH AVE,42.35141082,-71.07920855,"(42.35141082, -71.07920855)"
I182069069,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C6,177,,28-08-2018 16:12,2018,8,Tuesday,16,Part Three,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182069068,3115,Investigate Person,INVESTIGATE PERSON,A1,74,,21-08-2018 11:00,2018,8,Tuesday,11,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)"
I182069067,616,Larceny,LARCENY THEFT OF BICYCLE,D4, ,,28-08-2018 13:30,2018,8,Tuesday,13,Part One,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
I182069066,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,,28-08-2018 16:20,2018,8,Tuesday,16,Part Three,GENEVA AVE,,,"(0.00000000, 0.00000000)"
